marker_count	marker	total_combinations	zero_count	min_one_count	min_two_count
20	snpAH00048	190	22	168	143
20	snpAH00049	190	22	168	143
20	snpAH00053	190	25	165	143
20	snpAH00042	190	23	167	144
20	snpAH00071	190	19	171	144
20	snpAH00031	190	19	171	145
20	snpAH00033	190	19	171	145
20	snpAH00079	190	23	167	145
20	snpAH00088	190	23	167	145
20	snpAH00030	190	19	171	147
20	snpAH00035	190	19	171	147
20	snpAH00037	190	19	171	147
20	snpAH00038	190	19	171	147
20	snpAH00041	190	19	171	147
20	snpAH00059	190	19	171	147
20	snpAH00064	190	19	171	147
20	snpAH00066	190	19	171	147
20	snpAH00067	190	19	171	147
20	snpAH00087	190	19	171	147
20	snpAH00091	190	19	171	147
19	snpAH00048	190	22	168	143
19	snpAH00049	190	22	168	143
19	snpAH00053	190	25	165	143
19	snpAH00042	190	23	167	144
19	snpAH00071	190	19	171	144
19	snpAH00031	190	19	171	145
19	snpAH00033	190	19	171	145
19	snpAH00079	190	23	167	145
19	snpAH00088	190	23	167	145
19	snpAH00030	190	19	171	147
19	snpAH00035	190	19	171	147
19	snpAH00037	190	19	171	147
19	snpAH00038	190	19	171	147
19	snpAH00041	190	19	171	147
19	snpAH00059	190	19	171	147
19	snpAH00064	190	19	171	147
19	snpAH00066	190	19	171	147
19	snpAH00067	190	19	171	147
19	snpAH00091	190	19	171	147
18	snpAH00048	190	22	168	143
18	snpAH00049	190	22	168	143
18	snpAH00053	190	25	165	143
18	snpAH00042	190	23	167	144
18	snpAH00071	190	19	171	144
18	snpAH00031	190	19	171	145
18	snpAH00033	190	19	171	145
18	snpAH00079	190	23	167	145
18	snpAH00088	190	23	167	145
18	snpAH00035	190	19	171	147
18	snpAH00037	190	19	171	147
18	snpAH00038	190	19	171	147
18	snpAH00041	190	19	171	147
18	snpAH00059	190	19	171	147
18	snpAH00064	190	19	171	147
18	snpAH00066	190	19	171	147
18	snpAH00067	190	19	171	147
18	snpAH00091	190	19	171	147
17	snpAH00049	190	22	168	143
17	snpAH00048	190	22	168	143
17	snpAH00053	190	25	165	143
17	snpAH00042	190	23	167	144
17	snpAH00071	190	19	171	144
17	snpAH00031	190	19	171	145
17	snpAH00033	190	19	171	145
17	snpAH00079	190	23	167	145
17	snpAH00088	190	23	167	145
17	snpAH00035	190	19	171	147
17	snpAH00037	190	19	171	147
17	snpAH00038	190	19	171	147
17	snpAH00041	190	19	171	147
17	snpAH00059	190	19	171	147
17	snpAH00066	190	19	171	147
17	snpAH00067	190	19	171	147
17	snpAH00091	190	19	171	147
16	snpAH00048	190	22	168	143
16	snpAH00049	190	22	168	143
16	snpAH00053	190	25	165	143
16	snpAH00042	190	23	167	144
16	snpAH00071	190	19	171	144
